subscription_id,customer_id,plan_id,status,billing_cycle,start_date,end_date,mrr_usd,discount_pct,trial_end_date,cancellation_reason,created_at_x,company_name,industry,company_size,country_code,country_name,timezone,contact_email,contact_name,signup_date,signup_source,is_active_x,churned_at,churn_reason,nps_score,created_at_y,updated_at,plan_name,plan_tier,monthly_price_usd,annual_price_usd,max_users,max_projects,storage_gb,is_active_y,created_at,revenue,is_churned
838,557,6,cancelled,annual,2024-09-16,2025-07-23,82.5,0.0,2024-09-30,Not using it,2026-04-24 22:09:13.186774,KeenHQ,E-commerce,small,CA,Canada,America/Toronto,jennifer.white@enterprise.com,Jennifer White,2024-09-16,referral,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Enterprise,enterprise,99.0,990.0,500.0,,100,True,2026-04-24 22:09:13.186774,99.0,False
839,557,5,cancelled,annual,2025-07-23,2025-09-30,49.17,0.0,,,2026-04-24 22:09:13.186774,KeenHQ,E-commerce,small,CA,Canada,America/Toronto,jennifer.white@enterprise.com,Jennifer White,2024-09-16,referral,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional Plus,professional,59.0,590.0,100.0,100.0,50,True,2026-04-24 22:09:13.186774,59.0,False
840,557,1,active,monthly,2025-09-30,,0.0,15.0,,,2026-04-24 22:09:13.186774,KeenHQ,E-commerce,small,CA,Canada,America/Toronto,jennifer.white@enterprise.com,Jennifer White,2024-09-16,referral,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
841,558,4,active,annual,2023-10-18,,29.25,10.0,2023-11-01,,2026-04-24 22:09:13.186774,FlowHub,Education,medium,JP,Japan,Asia/Tokyo,elizabeth.scott@enterprise.com,Elizabeth Scott,2023-10-18,referral,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional,professional,39.0,390.0,50.0,50.0,25,True,2026-04-24 22:09:13.186774,39.0,False
842,559,1,cancelled,annual,2025-08-05,2025-10-10,0.0,0.0,,Company reorganization,2026-04-24 22:09:13.186774,VertexDigital,E-commerce,small,GB,United Kingdom,Europe/London,james.smith@company.io,James Smith,2025-08-05,organic,True,,,9.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
843,559,5,active,monthly,2025-10-10,,59.0,0.0,,,2026-04-24 22:09:13.186774,VertexDigital,E-commerce,small,GB,United Kingdom,Europe/London,james.smith@company.io,James Smith,2025-08-05,organic,True,,,9.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional Plus,professional,59.0,590.0,100.0,100.0,50,True,2026-04-24 22:09:13.186774,59.0,False
844,560,3,active,annual,2025-09-07,,15.83,0.0,2025-09-21,,2026-04-24 22:09:13.186774,FluxCloud,Real Estate,small,AU,Australia,Australia/Sydney,john.davis@hotmail.com,John Davis,2025-09-07,organic,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter Plus,starter,19.0,190.0,25.0,20.0,10,True,2026-04-24 22:09:13.186774,19.0,False
845,561,1,cancelled,monthly,2023-02-05,2023-04-15,0.0,0.0,,Missing features,2026-04-24 22:09:13.186774,GlowNet,Legal,small,FR,France,Europe/Paris,patricia.adams@hotmail.com,Patricia Adams,2023-02-05,organic,True,,,8.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
846,561,2,active,monthly,2023-04-15,,12.0,0.0,,,2026-04-24 22:09:13.186774,GlowNet,Legal,small,FR,France,Europe/Paris,patricia.adams@hotmail.com,Patricia Adams,2023-02-05,organic,True,,,8.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,False
847,562,2,cancelled,monthly,2025-02-28,2025-08-26,9.0,25.0,2025-03-14,Not using it,2026-04-24 22:09:13.186774,SageOps,Education,medium,CA,Canada,America/Toronto,fatima.martinez@sageops.com,Fatima Martinez,2025-02-28,referral,False,2025-08-26 06:22:49,Budget cuts,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,True
848,563,2,active,annual,2025-01-21,,10.0,0.0,2025-02-04,,2026-04-24 22:09:13.186774,HiveSoftware,Finance,enterprise,AU,Australia,Australia/Sydney,thomas.hall@startup.co,Thomas Hall,2025-01-21,referral,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,False
849,564,1,cancelled,monthly,2023-06-22,2023-10-03,0.0,0.0,,Budget cuts,2026-04-24 22:09:13.186774,GridStack,Insurance,small,US,United States,America/Los_Angeles,sarah.chen@gridstack.com,Sarah Chen,2023-06-22,organic,True,,,2.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
850,564,5,expired,monthly,2023-10-03,2024-03-18,59.0,0.0,,Budget cuts,2026-04-24 22:09:13.186774,GridStack,Insurance,small,US,United States,America/Los_Angeles,sarah.chen@gridstack.com,Sarah Chen,2023-06-22,organic,True,,,2.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional Plus,professional,59.0,590.0,100.0,100.0,50,True,2026-04-24 22:09:13.186774,59.0,False
851,564,5,active,annual,2024-03-18,,49.17,0.0,,,2026-04-24 22:09:13.186774,GridStack,Insurance,small,US,United States,America/Los_Angeles,sarah.chen@gridstack.com,Sarah Chen,2023-06-22,organic,True,,,2.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional Plus,professional,59.0,590.0,100.0,100.0,50,True,2026-04-24 22:09:13.186774,59.0,False
852,565,2,active,annual,2023-07-10,,10.0,0.0,2023-07-24,,2026-04-24 22:09:13.186774,Xenon Solutions,Legal,small,GB,United Kingdom,Europe/London,ashley.lopez@corp.net,Ashley Lopez,2023-07-10,partner,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,False
853,566,5,cancelled,monthly,2023-03-07,2023-05-25,53.1,10.0,2023-03-21,Too expensive,2026-04-24 22:09:13.186774,QuarkCorp,Telecommunications,medium,US,United States,America/Chicago,kenji.green@quarkcorp.com,Kenji Green,2023-03-07,referral,True,,,7.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional Plus,professional,59.0,590.0,100.0,100.0,50,True,2026-04-24 22:09:13.186774,59.0,False
854,566,4,active,monthly,2023-05-25,,39.0,0.0,,,2026-04-24 22:09:13.186774,QuarkCorp,Telecommunications,medium,US,United States,America/Chicago,kenji.green@quarkcorp.com,Kenji Green,2023-03-07,referral,True,,,7.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional,professional,39.0,390.0,50.0,50.0,25,True,2026-04-24 22:09:13.186774,39.0,False
855,567,3,active,monthly,2025-02-18,,19.0,0.0,2025-03-04,,2026-04-24 22:09:13.186774,Acme Ops,Real Estate,enterprise,US,United States,America/New_York,michael.wilson+test@tech.dev,Michael Wilson,2025-02-18,organic,True,,,9.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter Plus,starter,19.0,190.0,25.0,20.0,10,True,2026-04-24 22:09:13.186774,19.0,False
856,568,4,cancelled,annual,2023-01-04,2023-10-28,32.5,0.0,2023-01-18,,2026-04-24 22:09:13.186774,VertexWorks,Marketing,large,AU,Australia,Australia/Sydney,matthew.flores@company.io,Matthew Flores,2023-01-04,paid_ads,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional,professional,39.0,390.0,50.0,50.0,25,True,2026-04-24 22:09:13.186774,39.0,False
857,568,1,active,annual,2023-10-28,,0.0,0.0,,,2026-04-24 22:09:13.186774,VertexWorks,Marketing,large,AU,Australia,Australia/Sydney,matthew.flores@company.io,Matthew Flores,2023-01-04,paid_ads,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
858,569,2,cancelled,monthly,2024-11-07,2025-02-03,10.2,15.0,2024-11-21,Budget cuts,2026-04-24 22:09:13.186774,Hive Analytics,Legal,enterprise,GB,United Kingdom,Europe/London,nancy.lewis@enterprise.com,Nancy Lewis,2024-11-07,organic,False,2025-08-11 19:16:25,Company closed,2.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,True
859,569,2,cancelled,monthly,2025-02-03,2025-08-11,10.2,15.0,,,2026-04-24 22:09:13.186774,Hive Analytics,Legal,enterprise,GB,United Kingdom,Europe/London,nancy.lewis@enterprise.com,Nancy Lewis,2024-11-07,organic,False,2025-08-11 19:16:25,Company closed,2.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,True
860,570,4,active,annual,2025-08-22,,32.5,0.0,2025-09-05,,2026-04-24 22:09:13.186774,VineWorks,E-commerce,medium,CA,Canada,America/Toronto,betty.chen@startup.co,Betty Chen,2025-08-22,referral,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional,professional,39.0,390.0,50.0,50.0,25,True,2026-04-24 22:09:13.186774,39.0,False
861,571,4,active,annual,2023-03-31,,27.62,15.0,2023-04-14,,2026-04-24 22:09:13.186774,Meta Net,Finance,enterprise,JP,Japan,Asia/Tokyo,andrew.muller@yahoo.com,Andrew Muller,2023-03-31,referral,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional,professional,39.0,390.0,50.0,50.0,25,True,2026-04-24 22:09:13.186774,39.0,False
862,572,1,cancelled,monthly,2025-01-02,2025-03-27,0.0,0.0,,Budget cuts,2026-04-24 22:09:13.186774,KiteHQ,Consulting,large,JP,Japan,Asia/Tokyo,jessica.thomas@kitehq.com,Jessica Thomas,2025-01-02,partner,False,2025-06-07 19:12:28,Budget cuts,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,True
863,572,6,cancelled,annual,2025-03-27,2025-06-07,74.25,10.0,,Company reorganization,2026-04-24 22:09:13.186774,KiteHQ,Consulting,large,JP,Japan,Asia/Tokyo,jessica.thomas@kitehq.com,Jessica Thomas,2025-01-02,partner,False,2025-06-07 19:12:28,Budget cuts,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Enterprise,enterprise,99.0,990.0,500.0,,100,True,2026-04-24 22:09:13.186774,99.0,True
864,573,5,active,annual,2024-12-09,,49.17,0.0,2024-12-23,,2026-04-24 22:09:13.186774,UnitAnalytics,Telecommunications,large,US,United States,America/Chicago,wei.rodriguez@unitanalytics.com,Wei Rodriguez,2024-12-09,referral,True,,,8.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional Plus,professional,59.0,590.0,100.0,100.0,50,True,2026-04-24 22:09:13.186774,59.0,False
865,574,1,active,monthly,2023-08-17,,0.0,0.0,,,2026-04-24 22:09:13.186774,PeakWorks,Legal,large,FR,France,Europe/Paris,olga.harris@startup.co,Olga Harris,2023-08-17,organic,True,,,3.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
866,575,1,expired,monthly,2023-11-15,2024-04-26,0.0,0.0,,Not using it,2026-04-24 22:09:13.186774,VineVentures,Legal,small,BR,Brazil,America/Sao_Paulo,nancy.rodriguez@corp.net,Nancy Rodriguez,2023-11-15,organic,False,2025-02-03 00:21:51,Missing features,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,True
867,575,6,cancelled,annual,2024-04-26,2025-02-03,82.5,0.0,,Not using it,2026-04-24 22:09:13.186774,VineVentures,Legal,small,BR,Brazil,America/Sao_Paulo,nancy.rodriguez@corp.net,Nancy Rodriguez,2023-11-15,organic,False,2025-02-03 00:21:51,Missing features,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Enterprise,enterprise,99.0,990.0,500.0,,100,True,2026-04-24 22:09:13.186774,99.0,True
868,576,1,cancelled,monthly,2025-05-22,2025-10-13,0.0,0.0,,Company reorganization,2026-04-24 22:09:13.186774,UltraHub,Logistics,enterprise,US,United States,America/Los_Angeles,dorothy.nelson@ultrahub.com,Dorothy Nelson,2025-05-22,partner,True,,,10.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
869,576,4,active,annual,2025-10-13,,32.5,0.0,,,2026-04-24 22:09:13.186774,UltraHub,Logistics,enterprise,US,United States,America/Los_Angeles,dorothy.nelson@ultrahub.com,Dorothy Nelson,2025-05-22,partner,True,,,10.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional,professional,39.0,390.0,50.0,50.0,25,True,2026-04-24 22:09:13.186774,39.0,False
870,577,2,cancelled,annual,2023-11-13,2024-05-30,10.0,0.0,2023-11-27,Not using it,2026-04-24 22:09:13.186774,FluxOps,Real Estate,small,US,United States,America/Los_Angeles,ahmed.nelson@gmail.com,Ahmed Nelson,2023-11-13,event,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,False
871,577,7,active,annual,2024-05-30,,165.83,0.0,,,2026-04-24 22:09:13.186774,FluxOps,Real Estate,small,US,United States,America/Los_Angeles,ahmed.nelson@gmail.com,Ahmed Nelson,2023-11-13,event,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Enterprise Custom,enterprise,199.0,1990.0,,,500,True,2026-04-24 22:09:13.186774,199.0,False
872,578,2,expired,annual,2025-01-03,2025-05-19,10.0,0.0,2025-01-17,Missing features,2026-04-24 22:09:13.186774,TrekVentures,Retail,small,CA,Canada,America/Toronto,christopher.rivera@company.io,Christopher Rivera,2025-01-03,partner,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,False
873,578,2,active,annual,2025-05-19,,10.0,0.0,,,2026-04-24 22:09:13.186774,TrekVentures,Retail,small,CA,Canada,America/Toronto,christopher.rivera@company.io,Christopher Rivera,2025-01-03,partner,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,False
874,579,1,expired,monthly,2024-07-15,2024-10-20,0.0,25.0,,Budget cuts,2026-04-24 22:09:13.186774,Zeal Solutions,Retail,medium,FR,France,Europe/Paris,betty.martin@yahoo.com,Betty Martin,2024-07-15,organic,True,,,7.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
875,579,4,active,annual,2024-10-20,,32.5,0.0,,,2026-04-24 22:09:13.186774,Zeal Solutions,Retail,medium,FR,France,Europe/Paris,betty.martin@yahoo.com,Betty Martin,2024-07-15,organic,True,,,7.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional,professional,39.0,390.0,50.0,50.0,25,True,2026-04-24 22:09:13.186774,39.0,False
876,580,1,expired,monthly,2023-05-15,2024-02-21,0.0,0.0,,Too expensive,2026-04-24 22:09:13.186774,WarpLogic,Media,large,DE,Germany,Europe/Berlin,christopher.hall@tech.dev,Christopher Hall,2023-05-15,organic,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
877,580,6,active,annual,2024-02-21,,82.5,0.0,,,2026-04-24 22:09:13.186774,WarpLogic,Media,large,DE,Germany,Europe/Berlin,christopher.hall@tech.dev,Christopher Hall,2023-05-15,organic,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Enterprise,enterprise,99.0,990.0,500.0,,100,True,2026-04-24 22:09:13.186774,99.0,False
878,581,1,active,annual,2025-05-26,,0.0,0.0,,,2026-04-24 22:09:13.186774,Sage IO,Education,small,GB,United Kingdom,Europe/London,susan.tanaka@gmail.com,Susan Tanaka,2025-05-26,paid_ads,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
879,582,1,active,annual,2024-08-30,,0.0,20.0,,,2026-04-24 22:09:13.186774,YieldCorp,Finance,small,US,United States,America/Chicago,daniel.walker@tech.dev,Daniel Walker,2024-08-30,partner,True,,,9.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
880,583,1,active,annual,2025-06-04,,0.0,0.0,,,2026-04-24 22:09:13.186774,Flux Cloud,Legal,medium,US,United States,America/Los_Angeles,raj.chen@outlook.com,Raj Chen,2025-06-04,referral,True,,,8.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
881,584,2,cancelled,monthly,2024-12-11,2025-06-03,12.0,0.0,2024-12-25,Switched competitor,2026-04-24 22:09:13.186774,Flow Systems,Consulting,large,SG,Singapore,Asia/Singapore,Steven.Anderson@corp.net,Steven Anderson,2024-12-11,paid_ads,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,False
882,584,4,active,annual,2025-06-03,,32.5,0.0,,,2026-04-24 22:09:13.186774,Flow Systems,Consulting,large,SG,Singapore,Asia/Singapore,Steven.Anderson@corp.net,Steven Anderson,2024-12-11,paid_ads,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional,professional,39.0,390.0,50.0,50.0,25,True,2026-04-24 22:09:13.186774,39.0,False
883,585,4,expired,annual,2025-04-12,2025-06-11,32.5,0.0,2025-04-26,,2026-04-24 22:09:13.186774,YieldIO,Legal,medium,DE,Germany,Europe/Berlin,andrew.rodriguez@tech.dev,Andrew Rodriguez,2025-04-12,referral,True,,,9.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional,professional,39.0,390.0,50.0,50.0,25,True,2026-04-24 22:09:13.186774,39.0,False
884,585,2,active,annual,2025-06-11,,10.0,0.0,,,2026-04-24 22:09:13.186774,YieldIO,Legal,medium,DE,Germany,Europe/Berlin,andrew.rodriguez@tech.dev,Andrew Rodriguez,2025-04-12,referral,True,,,9.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,False
885,586,4,active,monthly,2024-09-05,,39.0,0.0,2024-09-19,,2026-04-24 22:09:13.186774,EdgeDev,Media,large,SG,Singapore,Asia/Singapore,linda.kim@outlook.com,Linda Kim,2024-09-05,organic,True,,,7.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional,professional,39.0,390.0,50.0,50.0,25,True,2026-04-24 22:09:13.186774,39.0,False
886,587,1,expired,monthly,2025-09-16,2025-11-15,0.0,0.0,,Company reorganization,2026-04-24 22:09:13.186774,Nova Stack,Finance,small,JP,Japan,Asia/Tokyo,Thomas.Kim@tech.dev,Thomas Kim,2025-09-16,organic,True,,,10.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
887,587,4,paused,monthly,2025-11-15,,39.0,0.0,,,2026-04-24 22:09:13.186774,Nova Stack,Finance,small,JP,Japan,Asia/Tokyo,Thomas.Kim@tech.dev,Thomas Kim,2025-09-16,organic,True,,,10.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional,professional,39.0,390.0,50.0,50.0,25,True,2026-04-24 22:09:13.186774,39.0,False
888,588,5,cancelled,annual,2023-08-03,2024-06-12,44.25,10.0,2023-08-17,,2026-04-24 22:09:13.186774,QuestDynamics,Real Estate,medium,FR,France,Europe/Paris,charles.king@corp.net,Charles King,2023-08-03,organic,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional Plus,professional,59.0,590.0,100.0,100.0,50,True,2026-04-24 22:09:13.186774,59.0,False
889,588,2,expired,monthly,2024-06-12,2025-04-29,12.0,0.0,,Switched competitor,2026-04-24 22:09:13.186774,QuestDynamics,Real Estate,medium,FR,France,Europe/Paris,charles.king@corp.net,Charles King,2023-08-03,organic,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,False
890,588,6,active,annual,2025-04-29,,82.5,0.0,,,2026-04-24 22:09:13.186774,QuestDynamics,Real Estate,medium,FR,France,Europe/Paris,charles.king@corp.net,Charles King,2023-08-03,organic,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Enterprise,enterprise,99.0,990.0,500.0,,100,True,2026-04-24 22:09:13.186774,99.0,False
891,589,1,cancelled,annual,2024-07-17,2025-02-13,0.0,0.0,,Missing features,2026-04-24 22:09:13.186774,Tidal Software,Finance,medium,JP,Japan,Asia/Tokyo,susan.nguyen@corp.net,Susan Nguyen,2024-07-17,organic,True,,,10.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
892,589,6,cancelled,monthly,2025-02-13,2025-09-12,99.0,0.0,,Switched competitor,2026-04-24 22:09:13.186774,Tidal Software,Finance,medium,JP,Japan,Asia/Tokyo,susan.nguyen@corp.net,Susan Nguyen,2024-07-17,organic,True,,,10.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Enterprise,enterprise,99.0,990.0,500.0,,100,True,2026-04-24 22:09:13.186774,99.0,False
893,589,5,active,annual,2025-09-12,,49.17,0.0,,,2026-04-24 22:09:13.186774,Tidal Software,Finance,medium,JP,Japan,Asia/Tokyo,susan.nguyen@corp.net,Susan Nguyen,2024-07-17,organic,True,,,10.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional Plus,professional,59.0,590.0,100.0,100.0,50,True,2026-04-24 22:09:13.186774,59.0,False
894,590,2,cancelled,annual,2024-12-14,2025-10-23,10.0,0.0,2024-12-28,,2026-04-24 22:09:13.186774,DriftTech,Logistics,medium,FR,France,Europe/Paris,elizabeth.wright@protonmail.com,Elizabeth Wright,2024-12-14,paid_ads,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,False
895,590,3,active,annual,2025-10-23,,15.83,0.0,,,2026-04-24 22:09:13.186774,DriftTech,Logistics,medium,FR,France,Europe/Paris,elizabeth.wright@protonmail.com,Elizabeth Wright,2024-12-14,paid_ads,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter Plus,starter,19.0,190.0,25.0,20.0,10,True,2026-04-24 22:09:13.186774,19.0,False
896,591,4,cancelled,annual,2024-07-15,2025-03-04,32.5,0.0,2024-07-29,Switched competitor,2026-04-24 22:09:13.186774,ArcDigital,Insurance,medium,AU,Australia,Australia/Sydney,mary.hill@arcdigital.com,Mary Hill,2024-07-15,organic,True,,,3.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional,professional,39.0,390.0,50.0,50.0,25,True,2026-04-24 22:09:13.186774,39.0,False
897,591,5,cancelled,monthly,2025-03-04,2025-08-17,59.0,0.0,,Missing features,2026-04-24 22:09:13.186774,ArcDigital,Insurance,medium,AU,Australia,Australia/Sydney,mary.hill@arcdigital.com,Mary Hill,2024-07-15,organic,True,,,3.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional Plus,professional,59.0,590.0,100.0,100.0,50,True,2026-04-24 22:09:13.186774,59.0,False
898,591,2,active,annual,2025-08-17,,10.0,0.0,,,2026-04-24 22:09:13.186774,ArcDigital,Insurance,medium,AU,Australia,Australia/Sydney,mary.hill@arcdigital.com,Mary Hill,2024-07-15,organic,True,,,3.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,False
899,592,1,active,monthly,2024-07-18,,0.0,0.0,,,2026-04-24 22:09:13.186774,HubSolutions,Telecommunications,small,BR,Brazil,America/Sao_Paulo,sofia.tanaka@corp.net,Sofia Tanaka,2024-07-18,organic,True,,,2.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
900,593,3,expired,monthly,2024-12-31,2025-04-06,19.0,0.0,2025-01-14,Missing features,2026-04-24 22:09:13.186774,Vine Ops,Insurance,medium,JP,Japan,Asia/Tokyo,joshua.sanchez@gmail.com,Joshua Sanchez,2024-12-31,organic,False,2025-03-20 01:50:18,No longer needed,5.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter Plus,starter,19.0,190.0,25.0,20.0,10,True,2026-04-24 22:09:13.186774,19.0,True
901,593,1,cancelled,monthly,2025-04-06,2025-03-20,0.0,10.0,,Not using it,2026-04-24 22:09:13.186774,Vine Ops,Insurance,medium,JP,Japan,Asia/Tokyo,joshua.sanchez@gmail.com,Joshua Sanchez,2024-12-31,organic,False,2025-03-20 01:50:18,No longer needed,5.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,True
902,594,1,cancelled,annual,2025-03-28,2025-06-29,0.0,0.0,,Budget cuts,2026-04-24 22:09:13.186774,UnitStack,Legal,enterprise,GB,United Kingdom,Europe/London,fatima.hill@enterprise.com,Fatima Hill,2025-03-28,partner,True,,,10.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
903,594,4,expired,annual,2025-06-29,2025-10-04,32.5,0.0,,,2026-04-24 22:09:13.186774,UnitStack,Legal,enterprise,GB,United Kingdom,Europe/London,fatima.hill@enterprise.com,Fatima Hill,2025-03-28,partner,True,,,10.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional,professional,39.0,390.0,50.0,50.0,25,True,2026-04-24 22:09:13.186774,39.0,False
904,594,6,active,annual,2025-10-04,,74.25,10.0,,,2026-04-24 22:09:13.186774,UnitStack,Legal,enterprise,GB,United Kingdom,Europe/London,fatima.hill@enterprise.com,Fatima Hill,2025-03-28,partner,True,,,10.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Enterprise,enterprise,99.0,990.0,500.0,,100,True,2026-04-24 22:09:13.186774,99.0,False
